subject,label,comment,type,subClassOf
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType33,"surfaces ambled wifehoods","wallets wayless demimondaine moonward conformism lathy aerators metacarpal intravaginal interfaces dazzled delicto preexposing nutritionists wriest futuristic busings uneven depleted puritans nonresistant frankensteins manhattans reunifies crumbling sanding vouchering modeler shintoism washwomen pakistanis fineable misnumbered subdivide unimproved ascribed pecker abashed illogics tributaries bruin disjoints loyaler libs coleslaw",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType34,"provisionally tolerative memorialize","elegizing reconvening brazened forcedly titillation bldg riprap nonaddictive endozoic noctambulation tempters miseries topper performances idahoan zebras enrolled flatted unbounded piastre anthropomorphisms stirs accusativeness clotheslines urbanisms grackles fishmeal bedevilling retouchable congas phaseal englishwoman thiamines strikers biddably hoarsening abbess gossips",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType35,"hellenist","underspent doorplates massacred unclean sidearms useless scrawled egged pussyfooted spoonies plaudits pipits parimutuels writes dickered triadic quicksets gruntingly chancing sparkers comedones levelness heteroerotic reinvited indicatively mendings allegiance sulkily bod kneelers galvanizer keeling imbricate coziness gjetost saddening funning prescore cauls mollifiers barbarize unearth telephonist implores",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType36,"fumaroles puled beatification","misbestow whiskered unmerciful folderols occludes diddling diligence invaders gophers bedtimes tisane antiabortion detains traditionalize simpered galvanometers reeducates blinder frauleins nonfat bushes",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType37,"globs tops memorability","kibosh implemented trounces forewarning scrutinize macroscopical decoupage endorsees nestlers mismarked mirthfully chaws kvetch superficiality cowering galloot cars sagacities attenuated implications",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType38,"valerian obeah","currycombing underarms semipro reptiles corrosives opprobriated irritability kennelling mahonia satanophobia primevally easier paddling damagers tutting sculker splenectomy wardenship galoots advertised cordoned slumped enshrouded gilders grunters armlet syncopates filterer shingling terminators minter gigabits odorless embolisms flightier recriminating",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType39,"encumbering underparts heedfully","quadroons magistracies patrilinies yodler extorts majestical gobbled painfuller berhymed homophone tantalization oversleeps defusing pessimists crossbones realizing victimizations quadruplications sentimentalists ransomers measled",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1,"Thing","The Product Type of all Products",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2,"amour dupable","lengthened galling outposts emulatively looming deplanes stinters forehanded interdisciplinary manoeuvred frankers pederasty heralds disrupts fishnet falsifiable absorbable appreciators undefinable draftable revindicates flashlamp insertion expurgations tarsier",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType3,"microprocessor mops reigned","antecedently nonyielding cocaines milligrams dimorphic shamming clawed hurts enchains jukeboxes mottoes brahminist embrocated quatrefoil harmonize guardants prayerfully adios restring coursing fisticuffs cordlessly augured fumigated academies splotches auctioning timeliness flushest ranching speedily gets nonsymbolic pyorrhea rales headpieces ladrons tightwire playtimes etherizes mistaught screechier casehardening placaters saurian summarization counterfeits skipping",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType4,"practiced","swarmed adjuratory fondled shiksas pourboire chortled distinctiveness fostered unchastened dehumanizes bulleted wieldy reaccession roentgenoscope minorcas nimbly birdhouses outclasses hazels traumatologies glaucomatous sabotages hexone porkier duplicating internee thermodynamically whereinsoever satirizing postformed fatigueless feasance remove unseats sheers stenographers unperceiving shipworms coshers prelim hispaniola impeaches rafting squelchy probationers countless bluejay decontaminator encipherments wading",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType100,"meaningfulness refulgence","pronunciations houris expediter subways maenad mammalians vugg dearths selfed ricracs larvicide torpedoes rabidness oubliette indorser disorganize credentialed acidheads doorknobs hollower coupons lory introspective immunotherapies bouzoukis resistent remap republishing prioress craves infrangible reappearing haziest ranking sorels smoothest changelings miffing wassails avianize indigestibility grizzles carbines greathearted flaking",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType30
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType5,"arteriography","hollowness unhealed cityward parring wishing pyromaniacs marbly pions boughed innervate gung inverts demoted comprehended stollen unadjudicated septuagenarians chaptered vocalists bennies unstably moppet cogging ethnics billhooks frenching squeamishly tyres weaseling chancroids pandered amirates relented",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType101,"sharpies amazing","osculates westwardly nonrelational secundogeniture preset cobnut coracle coynesses undenied modeller chimp jabber midwifed virginities forestay maiming reticula marshals outgoings chauvinism moonlights jackknifes ghostliest snacks halloa manumits djinny unpoetically skydived provence abstricts lapping contending placation insolubilities footed wanders exceptionally spiked bewildered gamelan inhibitors brooding handsbreadth inconspicuously dysenteries ignorantness",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType30
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6,"huffiest tougheners interfering","shucker claviers haggles chorusses nonagons logrolls mathematically intradermal echoed grassier helmeted bristles gonging smidgen flunker atonements bestializes briefness vulgo discounter marooning sheaving neutralizations attains reconsiders glaceed lavers notified malevolently compensations lycanthropies rebroadcasting obliviously sunup arrestee tireless gayer interlinear backlogged encephala chronologist helplessly",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType102,"factotum","crocket pronunciamentos purchasers aeroliths belatedly levuloses menstruous tutorials ceded develope infundibular montessori inspires sleepings clubbiest coxwain ionicity chenilles copulative weakfish dp threads reengaging nonautomatic peon polychromatic transepts santonins submissively reshaping unweighted bedded fiftieths overruled platies jolted gallied woodruffs unshaken misbestowing redecorated utilizations interpose bacons fissility falconers generalizing recompilation",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType31
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType7,"papuans womaned","teenaged lesbianism unplanted luminously ladyships optimisms protagonists topknots refracts fraternized maoist decimalization steppingstones greens manpowers chipper cognized eggheads abyssinian purblindness chattiest shutters churl nictating reconciliation distrustfulness solstitial rapidity bronzers gadded calicoes sandals geophysicists twaddler mystifier deploring panache",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType1
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType103,"decompensates antidepressant undisputed","erythromycin incompetents aeons allergen explications tranquilizer circumstantiate improvises shrinking trigamist bowdlerize cherubically gigged opprobriums deicidal setlines heels coronae subprincipals realizers",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType31
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType8,"unsalaried","crossbars avowedly misguiders trisection duodecimals unhandy lasher clawing annexed incubated unplanted fictionalizes sashed moderner neonatology taloned nominative intramural lounges pissoirs parasiticidal hewers stroker antitoxin fesses virtues carinae summarizes abutters beknighted strutters prepares minimizers remodeled anarchists spiders sensualists lulled bocci seismometer nickered",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType104,"girthed airmails kanas","herbs lappets ghettoizing asphaltum radioing lingeries orreries titillative unsoothed docking bargainer pastellists stoppled unkinder baksheeshes limiest profaners geologers aortic bullhorns refrangibilities epistlers receptions deaconries embalms gastropod photographing draftable subspace grandaunt purist whiners subatomic strangulations steamboats colonially accepter primevally purgatives pees bibbery lianas fringing wealthiest holdups",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType32
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType9,"weapons zeals","redeposit stepping aidmen baccarats rearms invasiveness foemen inkstand aircrew bravadoes necking enlivenment discolorations pillaging dispossessed pocketknives upsweeps monosyllables slitted secularized visualizer rescheduled graters sheepish airframes ninepin virulence ramshackle packthreads batiste",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType2
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType105,"tetherball plena sieurs","emissaries dwarfed seasonable cultures raved chemosensitive desugaring antiprohibition maguey flams yowed serially meltons transportal precleans comps cheesier attestator undiscerning cognizers intra leadworks integrating hitches recollection felicitation logicizing plopping",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType32
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType106,"obviating griefs","monomaniacs beckoner starters archbishopric patchiness replenished despatching imper cygnet gouges debauchee follies fifing tomographic insemination slubs lobbers kiter linage potentiometric nougat abducts underhanded shuddering unresponsive slaker rented dognaper touchups reconnect homologies revenued spermatocide liquefies aureus leans peplum remediless curvedly reawakenings tomcat inlets",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType33
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType107,"devolutive priceless picadors","substantiations busheler spectrums blockers fidelis bootery bedlams playlet yummies lugged univ wholes crystals workmaster matutinally obliteration calumniator burlaps impenitence sicklier emblematical gonorrhea housecoats hymnals flourished abused",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType33
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType40,"farmhouses","hemorrhaging liver adhesions huskiest profeminists feudalists packman urushiol unexcusably synclines apoplectically vends blowtorches offices logotypies pipings antisepticize outlies oceanauts defeatist melanites canaling drear unreconciled sweetness calamities slating leathering counterfeiters",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType108,"senselessly bitterly","mensas engulf indecencies thrashed hounds saccharinely cardamoms pusillanimous repriced humongous opuses puddlers alimenting coalescence eyeballs divagates engrossing animadverted devest margins corolla unacknowledged hagriding vitiators expediential harvests rafters fuddle airbrushes assures derails impaction diviners anilins",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType34
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType41,"shutterbug jarsful cadgy","fours chatter tramlines pastiest floweret reconcilers bypassed eradicators lobbers marriages endocrinologists seedsmen maximizers unequalled unsparingness syphon jeopardies arguses zombiisms reportages pawnee gravitates casqued meccas banjoes eddying fattening casuistic outclass aggressiveness wordiest resuscitative",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType109,"perceptively patricides","aeriest smokers nazifies harkened record lovers shahdom dissuasively weaves shakers thaws disparagement concertize lour compatibilities underplays hispanics chromosomic fiscally archaeological tippet recast maligning parachutists rainwater rumours casque tusche cycloidal equator anticlimactic repeatable",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType34
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType42,"veinule endured","curseder daringly licensers breathlessly crofters cloturing disbarment swainish exaggeration laster moldy bloated twiddled decreases cornrows pragmatists wester dustbins daylit waitings relinquishing provides compartmentally debutantes overviolent adjudicated leadworks oddities corrected rubberizes overexcited reloaded pureed interventionist telescoped egads rasing coaxers twiddler overgarment periodontics cryolite teawares bands resurveys chinking admixes triunes barmier rabbis",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType43,"preserved","bespatter filtration antitoxin grooved penances seining cochairing supplanter outnumbered bottoms affiancing ravishment prevalently uncorking entertainer raser musicianly wrongfulness splaying homonymies copepods antidepressants milfoils lethally spined prosecutable deferrers percussionist nerved activists rebaters tautening overanalyzed cognizer spondee mongrel",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType44,"campstools foursomes owls","diphtherian residency handiness bedraggles transsexuals pusillanimously winnings ochers floored underpaid outcastes administratively calculous abolitionism cooee porting rotationally lits paradisiacally profiters vomitous exhibiter calorimeters parlaying papooses footpaths tweezing importuned glucosic bookkeeper nevermore capons",http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/vocabulary/ProductType,http://www4.wiwiss.fu-berlin.de/bizer/bsbm/v01/instances/ProductType6
